,charaka,book_name
6725," In a case of impaired digestion due tc the effects of any ungratified desire, fear, grief, etc., the lost longing for food should be restored in the patient by holding out to him the near prospect of its realisation and by consoling him with the prospects of fresh joy and safety. In a case due to the loss of a splendid fortune, the bitter apathy and loathsomeness of the patient towards taking any food should be removed b}- infusing fresh hopes into his heart and by narrating to him the balmy stories of the Purdnas. A case due to dejection or despondency should be conquered by sincere sympathy and cheering up. In short any impairment of appetite due to any disturbed or agitated state of the mind .should be remedied with discourses gratifying to the patient under the circumstances. ",
6726,17,
6727, Thus ends the fifty-seventh chapter in the Uttara-Tantra of the Sus'ruta Samhita which deals with the (symptoms and) treatment of Arochaka. ,
6728," Now we shall discourse on the chapter which deals with the (symptoms and) medical treatment of the suppression of urine (IVIutra-ghata Prat I - shedha). i. The disease is kinds, w'-., Vata-kunda- Ashthila, Vata-vasti Mutrdtita, (Mutra-) Jathara, Mutrotsanga, (Mutra-)Ksha)-a, Mutra-granthi, Mutra- s'ukra. Ushna-vata and the two forms of {vi.z. Kaphaja and Pittaja) Mutraukasdda. ",
6729,2,
6730," bodily Vayu deranged and aggravated through an extremely parched condition or through the voluntary repression of an urging towards micturition affects and retains the urine in the bladder, causing it to revolve in eddies within the cavity of that organ. It allows the urine to pass in small quantity or (even) to dribble out in drops with pain. This disease is known as Vata- is of a violent type. ",
6731,3,
6732," deranged and aggravated bodily Vayu incarcerated or lodged in the region lying between the bladder and the anus gives rise to a thick lumpy tumour like a is hard and non-shifting in its character, producing suppression of stool, urine and flatus, distension of the abdomen and pain in the bladder. It ",
6733,4,
6734," V£lta-vasti in the locality, aggravated by a voluntary repression of a propulsion to urination enters into the bladder of the ignorant • Midhava reads thirteen different kinds of this disease. lie reads only one kind of Mutra-sada and adds Vid-vighdta and Vasli-kundala. 46 ",
6735,person doing the same and also obstructs the orifice of that organ causing retention of urine with an oppressive pain in the bladder and loins. The disease is known as Vata-vasti and is extremely hard to cure. ,
6736,5,
6737," Wlutratita person voluntarily suppressing it does not flow out at all or only dribbles out in drops or in scanty jets with slight pain, when he strains. The disease is called Mutrsitita. ",
6738,6,
6739," Apana is deranged and aggravated by the Uddvarta produced by a checked desire for urination and completely fills up and distends, with an excruciating pain in. the abdomen below the umbilicus. The disease is called Mutra- jathara and the lower (w,c. the anus and the urethra) are obstructed in this disease. ",
6740,7,
6741," disease in which the stream of urine gliding along the bladder and urethra is gradually emitted in scanty jets or runs down the exterior surface of the glan penis with blood, whether with or without pain, is called Mutrotsanga (lit. gliding urination) and is an outcome of the deranged and aggra- vated action of the bodily Vdyu. ",
6742,8,
6743," The deranged and aggravated Pitta and Vayu in the bladder of an extremely fatigued person already suffer- ing from an extreme parchedness of organism, finds lodgement in the bladder producing, in concert, a sensa- tion of local burning and pain attended with a scanty accumulation of urine in the cavity of the organ (lit. absence of micturition). The disease which can be made to yeild only to the virtue of therapeutic agents the lower part viz., the neck of the bladder is obstructed. ",
6744,"with the greatest difficulty is called Mutra-kshaya. A small round painful fixed Granthi suddenly occurring on the interior side (of the orifice) of the bladder and exhibiting by its characteristic pain, etc., all the symp- toms of the presence of gravels (urinary calculii) in that organ, and which stands completely obstructing its orifice without letting out a single drop of urine, or admits only of its being dribbled out in scanty jets, is called Mutra-granthi. ",
6745,10-Sep,
6746," and A person visiting a woman in the presence of a strong urging towards urination and by voluntarily repressing the same is found to pass urine highly charged with semen which is sometimes seen to precede or follow the discharge of urine. The urine in this case resem- bles the washing or solution of ashes in coloiu"". The disease is called Mutra-s'ukra (lit. semen-charged urine). The disease in which the Pitta uf a person deranged by such factors as over-fatiguing physical exercise, exposure to the sun, or arduous pedestrian journey, gets into his bladder completely wrapped in the deranged Vayu of his body, and produces an intense burning sensation in his bladder, penis and the anus, setting up a painful flow of a dark yellow or blood- streaked urine or of blood alone through the urethra in its .stead, is designated as Ushna-va'ta. ",
6747,12-Nov,
6748," slim\- and thick flow of yellow-coloured urine attended with a burning sensation, and leaving a sediment like powdered Rochand when dried, is called (Pittaja) The wise ascribe the origin of this disease to the action of the deranged Pitta. The type in which a pale sediment resembling the powders of conch-shell is deposited when the urine is dried and ",
6749," in which the flow is painful and the urine is slimy, thick and white, should be attributed to the action of the deranged Kapha. It is but another variety of the disease described immediately before. ",
6750,13,
6751," Kalkas, (medicated) Ghritas, (various kinds of) foods, lambatives, preparations of milk, alkalis, honey, Asavas, fomentation and Uttara-vasti should be employed according to their indications in coping with an attack of any of the aforesaid ailments. An intelligent physi- cian shall resort, in these cases, to measures which are efficacious in cases of As'mari, or shall employ in their entirely the medicinal compounds which have been described as curative under the treatment of urinary Uddvarta. ",
6752,14,
6753," A case of Mutra-krichchhra would be relieved by the Aksha and taken with the fermented paddy-boilings. A person afflicted with Mutra-krichchhra should take wine (prepared from Pishta or pasted in combina- tion with Souvarchala-sd\\, or he should take wine pre- pared from honey by biting meat at intervals, or take any wine made from treacle. In the alternative, a Karsha measure of Kn7nknma should be kept saturated with honcN' and water during the night and this should be taken in the morning, whereby the patient would be relieved of the trouble (of Mutra-krichchhra). By taking the principal wine (w.;., that prepared from Pishta or and saturated with the acid juice of pomegranade one would get rid of Mutra-krichchhra. 15— ",
6754,16,
6755, Half a Prastha measure of water with four times as much of milk together with the drugs of the Prithak- Parnyddi (Vidari-gandhadi) group and Gokshura-xoot's ,
6756,"should be kept boiling till all the water is evaporated. A person suffering from an attack of Mutrd-ghata due to the concerted action of deranged and Pitta should use this medicated milk, when cooled, with sugar and honey. The dung of an ass or of a horse should he squeezed through a piece of linen and a Kudava measure of this expressed liquid should be taken for the cure of an attack of painful urination. 17— ",
6757,18,
6758," An Aksha measure of the compound made by pasting Musta, Abhayd, Deva-ddnt, Mtirvd and Yashti- madhu, should be taken with the decoction of Drdkshd. Abhayd, Amalaka and Aksha (Vibhitaka) together weighing a Vadara measure should be taken with salt and water for getting relief in cases of painful uri- nation. An Udumbara measure of Drdkshd should be kept saturated in water for the whole night and this cold infusion should be taken (in the morning) for getting relief in cases of painful urination. A Kudava measure of the expressed juice of Nidigdhikd or the Kalka of the same should be taken with honey as a relief from the urinary complaints. ",
6759,19,
6760," By taking a Kudava measure of the expressed juice of Amalaka, a person suffering from uninar\' complaints would get rid of his troubles. In the alternative, the patient should drink a potion consisting of powdered small Eld, dissolved in the expressed juice of Amalaka (and mixed with honey), or he should take a paste of the tender roots of Tdla (palm) with cold rice- washing. The expressed juice of Trapusha and white Kaikataka should also be prescribed to be taken with milk in the morning. In the alternative a person should take a potion consisting of milk duly boiled with the drugs of the Madhura group saturated with clarified butter a.s the compound ",
